,SRX10470966,SRX10470967,SRX10470968,SRX10470969,SRX10470970,SRX10470971,SRX10470972,SRX10470973,SRX10470974,SRX10470975,SRX10470976,SRX10470977,SRX10470978,SRX10470979,SRX10470980,SRX10470981,SRX10470982,SRX10470983,SRX10470984,SRX10470985,SRX10470986,SRX10470987,SRX10470988,SRX10470989,SRX10470990,SRX10470991,SRX10470992,SRX10470993,SRX10470994,SRX10470995,SRX10470996,SRX10470997,SRX10470998,SRX10470999,SRX10471000,SRX10471001,SRX10471002,SRX10471003,SRX10471004,SRX10471005,SRX10471006,SRX10471007,SRX10471008,SRX10471009,SRX10471010,SRX10471011,SRX10471012,SRX10471013,SRX10471014,SRX10471015,SRX10471016,SRX10471017,SRX10471018,SRX10471019
3748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.08340074459836,0,0.927244667958238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.972523513890737,0,0,0,0,0,0,0,0,0,0,1.09678960865664,0
3750,0,2.62961994081761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3751,46.0687740488929,37.6912191517191,17.732170553873,22.5062069307309,3.17693116701179,16.1999189808971,21.7703230209548,25.5602362845186,40.9622756959082,30.6736481587919,46.9683115879545,48.4001096816055,203.388355293631,26.6394831195495,268.302608450312,67.048575023818,58.0373969670857,33.2960899970303,113.485920679292,80.5316772702966,64.9917641549475,30.9212360828228,154.749807506011,22.1044343830104,1.08340074459836,43.4425062689875,25.0356060348724,101.319729150446,26.4011259162697,70.6606264551471,84.0085557583224,4.30222810243932,17.2994196563669,199.092472810031,14.8410635367737,28.0456442059118,95.0544336121479,52.6434790093491,81.6155526041928,273.341264593593,99.0250991689745,127.400580319687,73.5384474366266,45.8312712240756,192.137378320358,105.943832435052,128.553920065463,297.626464766857,121.139270152397,166.183538089537,192.365665637997,44.2520170735808,95.4206959531278,228.986095173681
3757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.813187062204528,0,0,0,0,0,0
3758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.22802413238947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3771,0,0,0,0,0,0.899995498938728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.972523513890737,0,0,0,0,0,0.813187062204528,0,0,0,0,0,0
3772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02239568179542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3775,0,0,0,0,0,0,0,0,0,0,0.999325778467116,0,0,0,0,0,0,0,1.02239568179542,0,0.844048885129189,0,2.16433297211204,1.22802413238947,0,0.886581760591582,0,0,0,0,0,0,0.961078869798163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.929302732550708,1.47506723578603,0,0
3776,39.7456089833586,14.0246396843606,19.8183082660933,10.7638380973061,7.41283938969417,17.9999099787746,13.6064518880968,12.268913416569,15.4746374851209,14.4346579570785,26.9817960186121,17.238395229065,13.1218293737827,15.7415127524611,25.2908196490048,10.8142862941642,17.8576606052571,16.1723865699861,18.4031222723176,12.4632357680221,20.2571732431005,19.5834495191211,21.6433297211204,14.7362895886736,11.917408190582,23.0511257753811,8.34520201162414,5.75680279263899,8.48607618737242,17.9288156677239,12.9243931935881,10.0385322390251,15.3772619167706,16.386211753912,10.883446593634,10.0964319141283,7.31187950862676,14.1430242114669,6.66249409013819,21.3156032022526,8.48786564305495,9.72523513890737,28.1897381840402,14.0299809869619,10.934647546687,3.21041916469855,13.1850174426116,36.5934177992037,14.3454398864681,13.6857031367854,9.29302732550708,10.3254706505022,12.0646856952231,16.3561496552629
3777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93533206579746,0,0,0,0,0,0,0,0,0,0
3781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.22564079061044,0,0,0,0,0.813187062204528,0,0,0,0,0,0
3786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.813187062204528,0,0,0,0,0,0
3788,0,0,0,0,0,0,0,0,0,0,0.999325778467116,0,0,1.21088559634316,0,2.16285725883284,0,0,0,0,0,0,0,0,0,0.886581760591582,0,0,0,0,0,0,0,0.819310587695601,0,0,0,0,0,2.50771802379443,0,0,3.67692237183133,0,0,0,0.824063590163226,0.813187062204528,0,0,0,0,0,0
3790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3792,1.80661859015266,3.50615992109015,0,0,0,0,0,0,1.82054558648481,0,0.999325778467116,0,0,1.21088559634316,1.09960085430456,0,0,0,0,1.91742088738801,0.844048885129189,0,1.08216648605602,0,0,0,0,0,0,0,0,0,0,0.819310587695601,0,0,0,0,0,1.25385901189721,0,0,0,0,0,0,0,0,0,0,0,0,1.09678960865664,0.908674980847939
3795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19920170860911,0,2.23220757565714,0,0,0,0,0,0,1.22802413238947,0,0,0,1.1513605585278,0,0,0,0,0,0.819310587695601,0,1.12182576823647,0,0,0,0,0,0,0,0,0,0,1.64812718032645,0,0,0.651700149370734,0,0,0,0.908674980847939
3799,3.61323718030533,11.395019743543,17.732170553873,1.95706147223747,5.29488527835298,10.7999459872647,4.53548396269892,29.6498740900416,12.7438191053937,10.8259934678089,0.999325778467116,15.2493496257113,29.9927528543604,4.84354238537263,9.896407688741,1.08142862941642,16.7415568174286,17.1237034270441,9.2015611361588,54.6464952905584,25.3214665538757,11.3377865637017,0,12.2802413238947,2.16680148919672,7.09265408473266,0.927244667958238,50.6598645752231,2.82869206245747,1.05463621574846,3.23109829839702,0,0,7.3737952892604,25.7245101304077,2.24365153647295,0,35.3575605286673,0.832811761267273,3.76157703569164,16.0326351035482,5.83514108334442,3.67692237183133,5.61199239478476,10.934647546687,2.14027944313237,0.824063590163226,4.06593531102264,2.39090664774469,2.60680059748294,2.78790819765212,5.90026894314411,4.38715843462657,5.45204988508763
3804,0,0,1.04306885611018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02239568179542,0,0,0,0,1.22802413238947,0,0,0,0,0.942897354152491,0,1.07703276613234,0,0,2.4579317630868,0,0,0,0,0.832811761267273,0,0,0.972523513890737,0,0,0,0,0.824063590163226,0,0.796968882581562,0,0,0,1.09678960865664,0
3806,0,0,1.04306885611018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.832811761267273,0,0,0,0,0,0,0,0,0,1.59393776516312,0,0,0,0,0
3810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.785723567303718,0,0,0,0,0,0,0,0,0,0.813187062204528,0,0,0,0,0,0
3811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.23220757565714,0,0,0,0.844048885129189,0,0,1.22802413238947,2.16680148919672,0,0,0,0,0,0,2.86815206829288,0,0.819310587695601,0,0,0,0,0,0,0,1.94504702778147,0,0,0,0,0,1.62637412440906,0,0.651700149370734,0,1.47506723578603,0,0
3812,0.903309295076332,0,0,0,0,0,0,0,0,0,1.99865155693423,0,2.81182058009628,2.42177119268632,1.09960085430456,3.24428588824926,2.23220757565714,0,0,0.958710443694007,0,0,1.08216648605602,0,3.25020223379508,2.65974528177475,1.85448933591648,1.1513605585278,0,0,1.07703276613234,2.86815206829288,0,0,1.97880847156982,2.24365153647295,1.21864658477113,2.35717070191115,0.832811761267273,1.25385901189721,0,3.89009405556295,1.22564079061044,0.93533206579746,1.56209250666957,3.21041916469855,0.824063590163226,2.43956118661358,0,0.651700149370734,0,2.95013447157206,1.09678960865664,0
3814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3816,0,0,0,0,0,0,0,0,0,0,1.99865155693423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07703276613234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3825,0,0.876539980272536,1.04306885611018,0,0,0,0.907096792539785,0,0,0.902166122317409,0,0,0,0,1.09960085430456,0,0,0.951316857058008,0,0,0,0,0,0,0,2.65974528177475,0,0,0,0,0,0,0,1.6386211753912,0,0,0,0,0,0,0.943096182561662,0,0,0,1.56209250666957,0,0,0,0,0,0.929302732550708,0,1.09678960865664,0.908674980847939
3826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3827,0.903309295076332,0,1.04306885611018,0,0,2.69998649681618,1.81419358507957,2.04481890276149,0.910272793242405,0,0.999325778467116,0,0,1.21088559634316,2.19920170860911,0,0,0,1.02239568179542,0,0,1.03070786942743,1.08216648605602,0,0,1.77316352118316,0,0,0.942897354152491,0,5.38516383066169,1.43407603414644,1.92215773959633,0.819310587695601,0,0,0,0,1.66562352253455,2.50771802379443,0.943096182561662,0,1.22564079061044,0,0,1.07013972156618,0,0,0,0,0.929302732550708,0,0,0
3832,0,0,0,0,0,0.899995498938728,0.907096792539785,1.02240945138075,0,0.902166122317409,2.99797733540135,0.663015201117883,3.74909410679505,0,0,2.16285725883284,0,0,0,1.91742088738801,1.68809777025838,2.06141573885485,1.08216648605602,0,0,0,0,1.1513605585278,3.77158941660996,0,2.15406553226468,0,0.961078869798163,0,0,0,0,0.785723567303718,0,0,1.88619236512332,0,2.45128158122089,0.93533206579746,0,1.07013972156618,0,2.43956118661358,1.59393776516312,1.9551004481122,0,0,3.29036882596993,0
3833,0,0,1.04306885611018,0,0,0,0,0,0,0,0,1.32603040223577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.927244667958238,0,0,0,1.07703276613234,0,0,0.819310587695601,0,0,0,0,0,0,1.88619236512332,0,0,0,0,0,0,0,0,0,0,0,0,0
3835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.21864658477113,0,0,1.25385901189721,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3839,0,0,0,0,0,0,0,1.02240945138075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.43407603414644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3842,9.93640224583965,2.62961994081761,5.21534428055088,0.978530736118733,1.0589770556706,9.89995048832601,0.907096792539785,10.2240945138075,1.82054558648481,5.41299673390446,2.99797733540135,5.96713681006095,1.87454705339752,7.26531357805895,3.29880256291367,3.24428588824926,3.34831136348571,6.65921799940605,3.06718704538627,12.4632357680221,10.9726355066795,1.03070786942743,7.57516540239216,3.6840723971684,1.08340074459836,4.43290880295791,0,3.45408167558339,3.77158941660996,3.16390864724539,2.15406553226468,0,1.92215773959633,2.4579317630868,2.96821270735474,6.73095460941884,3.65593975431338,1.57144713460744,2.49843528380182,3.76157703569164,0.943096182561662,0,1.22564079061044,0.93533206579746,3.12418501333915,5.35069860783092,1.64812718032645,3.25274824881811,1.59393776516312,5.8653013443366,8.36372459295637,2.95013447157206,0,0.908674980847939
3843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.824063590163226,0,0,0,0,0,0,0
3846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.22802413238947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3847,0.903309295076332,0,2.08613771222035,0,0,0,0,0,0,4.51083061158705,0,0.663015201117883,4.68636763349381,1.21088559634316,3.29880256291367,0,0,0,0,0,0,0,0,0,0,0,0,2.30272111705559,0,0,2.15406553226468,0,0.961078869798163,0,0,0,0,0,0,2.50771802379443,4.71548091280831,0,4.90256316244177,0,0,0,0,3.25274824881811,0.796968882581562,0,0.929302732550708,0,0,1.81734996169588
3850,0.903309295076332,7.01231984218029,3.12920656833053,5.8711844167124,0,2.69998649681618,0,4.08963780552298,0.910272793242405,6.31516285622187,7.99460622773693,6.63015201117883,12.1845558470839,12.1088559634316,23.0916179403957,2.16285725883284,3.34831136348571,1.90263371411602,7.15676977256795,3.83484177477603,3.37619554051675,2.06141573885485,6.49299891633613,13.5082654562841,1.08340074459836,3.54632704236633,5.56346800774943,18.4217689364448,10.3718708956774,8.43708972598772,6.46219659679403,8.60445620487864,0.961078869798163,9.01241646465161,0.989404235784912,7.85278037765532,9.74917267816901,1.57144713460744,9.16092937394,43.8850654164025,4.71548091280831,6.80766459723516,15.9333302779358,7.48265652637968,10.934647546687,17.122235545059,7.41657231146904,23.5824248039313,5.57878217807093,5.21360119496587,5.57581639530425,11.8005378862882,7.67752726059649,12.7214497318711
3853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.785723567303718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3861,0,0.876539980272536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3864,0,0,0,0,0,0,0,0,0,0,0,0,0,1.21088559634316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.651700149370734,0,0,0,0
3866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3876,0.903309295076332,0,4.1722754244407,0,6.35386233402358,0,0,1.02240945138075,0.910272793242405,0,0,0,0,1.21088559634316,0,0,0,0,0,0,0.844048885129189,3.09212360828228,1.08216648605602,1.22802413238947,0,0.886581760591582,0,0,0,0,0,0,1.92215773959633,0,0,0,0,0,0.832811761267273,0,0.943096182561662,0,0,0,0,0,0.824063590163226,0,0,0,0,0,0,2.72602494254382
3880,1.80661859015266,0,0,0,0,0,0,0,0,0,0.999325778467116,0,0,0,0,0,2.23220757565714,0,0,0,0,0,0,0,0,0.886581760591582,0,0,0,0,0,0,2.88323660939449,0,0,0,0,0,0,1.25385901189721,0,0,0,0,0,0,0,1.62637412440906,0,0,0,0,2.19357921731328,1.81734996169588
3881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07013972156618,0,0,0,0,0,0,0,0
3883,0,0.876539980272536,0,0.978530736118733,0,0,0.907096792539785,0,3.64109117296962,0.902166122317409,0,1.32603040223577,1.87454705339752,0,0,1.08142862941642,0,2.85395057117402,0,0,1.68809777025838,1.03070786942743,0,1.22802413238947,0,0,0,0,0,1.05463621574846,0,1.43407603414644,0,0,0,0,0,0.785723567303718,0,0,2.82928854768498,0,0,0,0,0,0,0,0,0,0,0,0,0
3886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.22564079061044,0,0,0,0,0,0,0,0,1.47506723578603,0,0
3887,1.80661859015266,2.62961994081761,5.21534428055088,2.9355922083562,0,6.2999684925711,0.907096792539785,1.02240945138075,5.46163675945443,3.60866448926964,2.99797733540135,7.29316721229671,0.937273526698761,2.42177119268632,7.69720598013189,4.32571451766568,0,4.75658428529004,3.06718704538627,5.75226266216404,2.53214665538757,9.27637082484684,2.16433297211204,2.45604826477893,4.33360297839344,14.1853081694653,0,3.45408167558339,8.48607618737242,5.27318107874232,2.15406553226468,5.73630413658576,0.961078869798163,6.5544847015648,0.989404235784912,2.24365153647295,0,5.50006497112603,4.16405880633637,2.50771802379443,4.71548091280831,1.94504702778147,0,2.80599619739238,4.68627752000872,7.49097805096329,1.64812718032645,8.9450576842498,3.18787553032625,3.9102008962244,1.85860546510142,1.47506723578603,0,5.45204988508763
3888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.60544223411119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3892,0.903309295076332,0,4.1722754244407,0.978530736118733,4.23590822268238,1.79999099787746,0,0,0,1.80433224463482,0.999325778467116,0.663015201117883,0.937273526698761,0,1.09960085430456,0,0,0.951316857058008,0,2.87613133108202,2.53214665538757,0,2.16433297211204,0,1.08340074459836,0.886581760591582,0,0,0,2.10927243149693,0,0,0,0,0,0,0,2.35717070191115,0,1.25385901189721,0,0,1.22564079061044,0,0,0,0,0,0,0,0.929302732550708,0,0,0
3894,0,3.50615992109015,2.08613771222035,1.95706147223747,0,0.899995498938728,0,2.04481890276149,5.46163675945443,0.902166122317409,2.99797733540135,0.663015201117883,0,2.42177119268632,0,0,1.11610378782857,0,1.02239568179542,0,0.844048885129189,2.06141573885485,1.08216648605602,0,0,1.77316352118316,0,1.1513605585278,0,2.10927243149693,1.07703276613234,0,0,1.6386211753912,0,0,0,0.785723567303718,0.832811761267273,0,0,0,3.67692237183133,0.93533206579746,3.12418501333915,0,0,3.25274824881811,0.796968882581562,0,1.85860546510142,0,0,3.63469992339175
3895,16.259567311374,6.13577986190775,18.7752394099832,6.84971515283113,1.0589770556706,17.0999144798358,8.16387113285806,1.02240945138075,11.8335463121513,13.5324918347611,7.99460622773693,8.61919761453248,14.9963764271802,12.1088559634316,5.49800427152278,15.1400008118299,2.23220757565714,14.2697528558701,8.17916545436338,5.75226266216404,10.9726355066795,7.21495508599199,1.08216648605602,3.6840723971684,2.16680148919672,21.277962254198,5.56346800774943,20.7244900535004,20.7437417913548,8.43708972598772,5.38516383066169,2.86815206829288,3.84431547919265,9.01241646465161,21.7668931872681,3.36547730470942,4.87458633908451,3.92861783651859,6.66249409013819,13.7924491308694,0.943096182561662,10.6977586527981,13.4820486967149,4.6766603289873,1.56209250666957,4.28055888626474,7.41657231146904,12.1978059330679,8.76665770839718,1.9551004481122,17.6567519184635,0,3.29036882596993,10.9040997701753
3898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3899,0,0,0,0,0,0,0,0,0,0,0,0.663015201117883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3901,1.80661859015266,0,0,0,4.23590822268238,0,0.907096792539785,0,0,1.80433224463482,3.99730311386846,0.663015201117883,0,0,1.09960085430456,0,1.11610378782857,0.951316857058008,3.06718704538627,0,1.68809777025838,2.06141573885485,0,3.6840723971684,0,0.886581760591582,0,0,1.88579470830498,2.10927243149693,1.07703276613234,2.86815206829288,0.961078869798163,2.4579317630868,0,0,3.65593975431338,0,0,3.76157703569164,2.82928854768498,2.91757054167221,0,0,1.56209250666957,4.28055888626474,0,2.43956118661358,0,6.51700149370734,1.85860546510142,0,2.19357921731328,0
3902,0,0.876539980272536,0,0,0,0,0,0,0,0.902166122317409,0.999325778467116,0,0,0,0,2.16285725883284,0,0,1.02239568179542,0.958710443694007,1.68809777025838,0,1.08216648605602,0,0,0.886581760591582,0,0,0.942897354152491,2.10927243149693,0,1.43407603414644,0.961078869798163,0,0.989404235784912,0,0,0,0,1.25385901189721,0,0.972523513890737,1.22564079061044,0,0,0,0,0,0,0,0,0,0,1.81734996169588
3903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6386211753912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.796968882581562,0,0,0,0,0
