,SRX9033799,SRX9033800,SRX9033801,SRX9033802,SRX9033803,SRX9033804,SRX9033805,SRX9033806,SRX9033807,SRX9033808,SRX9033809,SRX9033810,SRX9033811,SRX9033812,SRX9033813,SRX9033814,SRX9033815,SRX9033816,SRX9033817,SRX9033818,SRX9033819,SRX9033820,SRX9033821,SRX9033822,SRX9033823,SRX9033824,SRX9033825,SRX9033826,SRX9033827,SRX9033828,SRX9033829,SRX9033830,SRX9033831,SRX9033832,SRX9033833,SRX9033834,SRX9033835,SRX9033836,SRX9033837,SRX9033838,SRX9033839,SRX9033840,SRX9033841,SRX9033842,SRX9033843,SRX9033844,SRX9033845,SRX9033846,SRX9033847,SRX9033848,SRX9033849,SRX9033850,SRX9033851,SRX9033852,SRX9033853,SRX9033854,SRX9033855,SRX9033856,SRX9033857,SRX9033858,SRX9033859,SRX9033860,SRX9033861,SRX9033862,SRX9033863,SRX9033864,SRX9033865,SRX9033866,SRX9033867,SRX9033868,SRX9033869,SRX9033870,SRX9033871,SRX9033872,SRX9033873,SRX9033874,SRX9033875,SRX9033876,SRX9033877,SRX9033878,SRX9033879,SRX9033880,SRX9033881,SRX9033882,SRX9033883,SRX9033884,SRX9033885,SRX9033886,SRX9033887,SRX9033888,SRX9033889,SRX9033890,SRX9033891,SRX9033892,SRX9033893,SRX9033894,SRX9033895,SRX9033896,SRX9033897,SRX9033898,SRX9033899,SRX9033900,SRX9033901,SRX9033902,SRX9033903,SRX9033904,SRX9033905,SRX9033906,SRX9033907,SRX9033908,SRX9033909,SRX9033910,SRX9033911,SRX9033912,SRX9033913,SRX9033914,SRX9033915,SRX9033916,SRX9033917,SRX9033918,SRX9033919,SRX9033920,SRX9033921,SRX9033922,SRX9033923,SRX9033924
4050,26.04893894001,18.0191563622416,27.2319422955765,11.2635581179726,65.5512485405305,14.4156944716468,33.3900971732006,21.5461002569299,12.4963973339372,4.76420466843901,17.0021566488557,25.7746986228405,10.1482448987979,41.7138151579447,30.9314853614869,16.1804542767306,14.7182735368203,29.0936692851559,44.5342240474131,11.6842703681021,10.7039805293965,11.9226762898946,14.6913510326172,4.58776977989315,25.5611550413629,20.8808100673346,30.7138323059046,11.904416477102,1.40053689917261,8.26576481801377,16.8869487000042,1.17990206462647,24.2142037404222,18.5789810780605,16.2574864953325,7.53238088722376,11.6518654306375,0,4.01448070382818,20.3349569568922,1.30640260293699,2.96958641106219,0,12.9274809696319,17.1489703443417,3.45828825407614,26.2771416153477,4.44702714436461,1.29860056798844,0,5.51901631744365,23.3957263421785,22.3880463050852,10.5786369702346,18.0311029138374,23.2097731673995,0,21.215934489758,9.68176851006922,23.5187986264739,17.3538520936197,26.8125210511811,17.6746936223249,11.7141663820835,5.34561653205388,2.92117395574194,1.25998500238967,25.1129185410271,22.7194590114173,20.1784892041095,1.56514331645978,36.2967202580616,37.7461056985595,25.1283163849523,4.80852793588791,21.7374504359231,29.3422884871722,9.67807066427577,18.1226415497746,35.7728705278674,18.5384654818435,16.6097746115904,1.43406726718788,10.9285289603762,7.44246093734876,34.3083788284125,1.54669076522237,4.94729223275022,10.2598602510246,5.50539333727838,3.53135529827382,38.1822985407821,0,8.68904310004467,0.947163395748195,3.94367322548265,2.40536547123262,4.0395559002736,12.7057191654848,12.6318843296396,7.72652140173878,3.29185822322762,3.77669631066023,10.42590419807,4.39113065694594,2.40276437409695,6.31985450804898,4.02281491570003,13.7415431173523,4.08451029041826,18.0158395793427,20.5953030375473,3.67180626485963,5.22989495061443,3.56230149718529,5.09143625425345,23.027183957545,7.41672460182106,2.93208705843193,5.06528063148527,0,1.15822581849422,4.89722466646734,5.14024027523515,0,0
4051,3.72127699143,3.60383127244831,0,3.75451937265752,0,3.39192811097572,2.04429166366534,9.07204221344415,1.78519961913389,2.3821023342195,0.629709505513173,4.60262475407865,0,1.98637215037832,1.18967251390334,2.39710433729342,4.59946048025633,3.23262992057288,1.46013849335781,0,2.1407961058793,4.47100360871049,4.00673209980468,0,8.07194369727248,1.09899000354393,5.26522839529793,1.1904416477102,4.20161069751782,0,2.59799210769296,2.35980412925293,4.1748627138659,3.91136443748642,1.62574864953325,2.51079362907459,0,3.52589484399364,0,0,3.91920780881097,0,0,1.07729008080266,2.63830312989872,1.15276275135871,1.09488090063949,4.44702714436461,1.29860056798844,11.9251948603508,2.06963111904137,0,0.932835262711884,1.17540410780384,0,0,0,0,2.23425427155444,0,1.65274781843997,1.57720712065771,0,2.92854159552089,2.67280826602694,0.973724651913981,2.51997000477934,0.784778704407097,2.9315430982474,3.36308153401824,3.13028663291956,4.98190278051826,2.69615040703996,0.930678384627865,3.60639595191593,0,0.946525435070072,1.61301177737929,6.47237198206235,3.25207913889704,5.85425225742426,1.95409113077534,1.43406726718788,0.84065607387509,2.48082031244959,2.45059848774375,3.09338153044475,0.82454870545837,2.05197205020493,0,1.41254211930953,0,0,0,7.57730716598556,0,2.40536547123262,2.69303726684906,0,3.44505936262898,4.82907587608674,2.46889366742071,2.51779754044015,4.34412674919585,0,0.600691093524237,2.36994544051837,2.01140745785001,0.654359196064395,4.90141234850192,1.33450663550687,0,2.75385469864472,1.30747373765361,2.84984119774823,5.9400089632957,2.15879849601984,0.927090575227633,0,0,0,3.47467745548266,7.83555946634774,2.93728015727723,0,0
4052,0,0,0,0,0,0,0.681430554555114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.654359196064395,0,0,0,0,0,0,0,0,0,0,0,1.04222092230393,0,0,0,0,0
4053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.826373909219985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.898716802346654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.15822581849422,0,0,0,0
4056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.14694244497329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.930678384627865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00570372892501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4059,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99318607518916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.541916216511082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.732885774561849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4060,0,0,0,0,0,0,0,1.13400527668052,0,0,0.629709505513173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.52589484399364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17540410780384,0,0,0,1.46316789584538,0,0,0,0,1.26247811588035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.979444933293467,0,0,0
4061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4065,0,0,1.18399749111202,0.750903874531504,0,0,0,0,0,0,0,0,0,0,4.75869005561337,1.19855216864671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.44702714436461,0,11.9251948603508,0,0,0.932835262711884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.49358401173327,0,0,0,0,0,0,0,0,0,0,0,0,0,2.32003614783356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01305612629705,0,0,0,0,0,0
4068,0,0,0,0,0,0,0,2.26801055336104,0,10.3224434482845,0,0.920524950815731,0,0.99318607518916,4.75869005561337,0,0,0.808157480143219,0,3.18661919130056,5.35199026469826,14.9033453623683,2.67115473320312,3.44082733491987,0,0,0,4.7617665908408,1.40053689917261,4.95945889080826,0,5.89951032313233,0,0,0,0,0,3.52589484399364,2.67632046921878,1.07026089246801,0,0,0,1.07729008080266,1.31915156494936,0,6.56928540383694,4.44702714436461,6.49300283994221,0,0,0,0,1.17540410780384,0,0.59512238890768,0,0,0,1.34393135008422,4.13186954609993,0.788603560328856,8.83734681116243,1.46427079776044,0,0.973724651913981,15.1198200286761,0,1.4657715491237,4.48410871202433,0,0.711700397216895,0,0,0,0,0.946525435070072,9.67807066427577,0,0,0,0,2.86813453437576,0,0.826940104149862,7.35179546323125,1.54669076522237,0.82454870545837,0,0,1.41254211930953,0,1.33972115995097,0,7.57730716598556,3.94367322548265,0,5.38607453369813,0,0,2.89744552565204,2.46889366742071,13.8478864724208,0,4.39113065694594,0,0,2.01140745785001,0,0,0,0,0.917951566214907,15.6896848518433,0,1.69714541808448,0,0,4.88681176405321,12.1566735155646,0,0,0,0,0,0
4070,0,0,0,0,0,0,0,0,0,0,0,0.920524950815731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07026089246801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.744751423851478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.801788490410875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4071,0,1.2012770908161,0,0,0,0,1.36286110911023,0,15.1741967626381,0.794034111406501,2.51883802205269,3.68209980326292,0,0,0,0.599276084323355,0.919892096051267,0,0.730069246678903,0,0,0,0,1.14694244497329,0,1.09899000354393,0,0,0,2.47972944540413,0,0,1.66994508554636,1.95568221874321,0,1.25539681453729,0,0,0,3.21078267740403,0,0,0,0,0,0,0,0,0,0,0,0,0.932835262711884,0,0,2.38048955563072,0,0.731583947922689,0,5.37572540033688,0,0,1.26247811588035,0,0,6.81607256339787,0,3.92389352203548,0.732885774561849,1.12102717800608,0,0,3.59486720938661,0,0,0,0,0,0,0,0,0,0,2.52196822162527,0.826940104149862,0,5.41341767827831,0,0,3.14593904987336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.654359196064395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.14694244497329,2.01798592431812,1.09899000354393,0.877538065882988,0,0,0,0,0,0.83497254277318,0,0,1.25539681453729,0,0,0,0,0,0,0,0,1.31915156494936,0,0,0,0,0,0,0,0,3.52621232341152,0,0,0,1.46316789584538,0,0,0.826373909219985,0,0,0.732135398880221,0.890936088675647,0.973724651913981,0,0.784778704407097,0,0,0,0,0,0,1.20213198397198,0,0,1.61301177737929,0,0,0,0,0,0,2.48082031244959,1.22529924387188,0,0,0,0,1.41254211930953,0.954557463519552,5.35888463980388,1.44817385000745,0,0,0,0.673259316712266,0,1.14835312087633,0,0,0,0.86882534983917,0,0,0,0,0.654359196064395,0,0,0,0,0,0,0,0,0,0,1.01305612629705,0,0,0,0,0,0
4086,0,0,0,3.75451937265752,1.23681601019869,0,0,1.13400527668052,0,0,0.629709505513173,0,1.35309931983972,0,0,0.599276084323355,0.919892096051267,0,0,0,0,0,1.33557736660156,0,0.672661974772707,0,0.877538065882988,0,0,0,0,0,0,0,0,0,0,1.76294742199682,0,1.07026089246801,0,0,0,0,0,0,1.09488090063949,0,2.59720113597688,11.9251948603508,0,0,0,0,2.25388786422968,1.19024477781536,0,0.731583947922689,0.744751423851478,0,0,0,0,0,3.56374435470259,0.973724651913981,0,0.784778704407097,0,0,0.782571658229889,0,0.898716802346654,0,0,0,0.946525435070072,0,0,0,0.97570870957071,0.977045565387671,0,0,0.826940104149862,0,0,0,0,0,0.706271059654763,1.9091149270391,0,0,0,0,0,0.673259316712266,0,0,0,0,1.25889877022008,0,3.29334799270946,0,0,0,0.654359196064395,0,0,0,0,0,0,0,0,0,0,2.02611225259411,1.04222092230393,0,1.95888986658693,0,1.43270864563835,0
4088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12102717800608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.65388020829972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.04222092230393,0,0,0,0,0
4091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4093,0,0,1.18399749111202,0,0,0,0,0,0,0,0,0.920524950815731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17990206462647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.22529924387188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33816023460939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33972115995097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4097,0,0,0,0,0,0,0,0,0,0,0,0.920524950815731,0,0,0,0,0,0,0,1.06220639710019,0,1.49033453623683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.732885774561849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.947163395748195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4098,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99318607518916,0,0,0,0,0.730069246678903,0,0,0,0,0,0,2.19798000708785,0,0,0,0,0,0,0,0,0,0,1.94197757177291,0,0,0,1.30640260293699,0,0,0,0,0,0,0,0,0,0,0,0.932835262711884,0,0,0,0,0,0.744751423851478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.29447439641247,0,0,0,0,0,0,0,0,0,1.02598602510246,0,0,0.954557463519552,0,0,0,0,0,0,0,0,0.965815175217348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4099,0.744255398286,0,0,0,0,0,0.681430554555114,0,0.892599809566946,0,0.629709505513173,0.920524950815731,0,0,0,0,0,0,0,0,0,1.49033453623683,0,0,0,0,0.877538065882988,2.3808832954204,0,0,2.59799210769296,0,0,0,1.08383243302216,3.76619044361188,1.94197757177291,0,1.33816023460939,0,1.30640260293699,1.97972427404146,0,2.15458016160532,0,0,0,0,2.59720113597688,0,0,2.33957263421785,1.86567052542377,0,0,0,0,0,0,0.67196567504211,0,0.788603560328856,0,0,0,0.973724651913981,0,0,0,0,0,0,0,0,0,0,0.946525435070072,0,1.29447439641247,2.16805275926469,0.97570870957071,0,0,0,0,0,0,0,0,0,0,0,2.67944231990194,2.89634770001489,0,0,0,0.673259316712266,1.9547260254592,2.29670624175266,0,0.822964555806904,1.25889877022008,0,0,0.600691093524237,0.789981813506122,0,0,0,0,0,1.83590313242981,1.30747373765361,0,0,0,0.927090575227633,1.95472470562129,1.01305612629705,0,2.31645163698844,2.9383347998804,0,2.86541729127671,0
4100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.29860056798844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.46013849335781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59512238890768,0,0,0,0.67196567504211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.43406726718788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.20763613532906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4109,0,0,0,0.750903874531504,0,0,0.681430554555114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33557736660156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.96468476290974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.973724651913981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.31455774182755,0,0,0.977363012729598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.719599498673281,0,0,0,0,0,0,0,0,0
4116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.784778704407097,0,0,0,0,0,0,0,0,0,0,0,0,0,0.977045565387671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.673259316712266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4121,0,0,0,0,0,0,0,0,0,0,0,0.920524950815731,0,0.99318607518916,0,0,0,0,0,0,0,0,0,0,0,1.09899000354393,0,1.1904416477102,0,0.826576481801377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.732885774561849,0,0,0,0,0,0,0,0,0,1.29447439641247,0,0,0,0,0,0,0,0,0,0,0,0,0.954557463519552,0,0,0,0,0,0.673259316712266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4128,0,0,0,0,0,0,0,1.13400527668052,0,0,0,0,0,0,0,0,0,0,0,1.06220639710019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
