,SRX9690461_SRR13259899,SRX9690462_SRR13259900,SRX9690463_SRR13259901,SRX9690464_SRR13259902,SRX9690465_SRR13259903,SRX9690466_SRR13259904,SRX9690467_SRR13259905,SRX9690468_SRR13259906
2013,0,0,0,0,0,0,0,0
2014,0,0,0,0.768706690806,0,0,0,0
2015,1.17727881798902,2.02478824955256,0,0,1.84501571389187,0,0,0
2017,0,0,0,0,0,0,0,0
2019,0,1.01239412477628,9.51565886026523,0,0.922507856945936,3.78012417422462,13.6695252037491,3.36018898897629
2022,1.17727881798902,0,0,1.537413381612,1.84501571389187,0.945031043556156,3.1545058162498,1.68009449448814
2026,0,0,0,0,0,0,0,0
2029,0,4.04957649910512,0,0,0,0,0,0
2030,2.35455763597804,3.03718237432884,2.37891471506631,5.380946835642,4.61253928472968,2.83509313066847,2.10300387749986,5.04028348346443
2031,0,0,0,0,0,0,0,0
2033,0,0,0,0,0,0,1.05150193874993,0
2035,0,0,0,0,0,0,0,0
2038,0,0,0,0,0,0,0,0
2039,0,0,2.37891471506631,1.537413381612,0,0,0,0
2042,1.17727881798902,0,0,0,0,0,0,0
2043,0,0,0,0,0,0,0,0
2044,0,0,0,0,0,0,0,0
2045,0,0,0,0,0,0,0,0
2046,0,0,0,0,0,0,0,0
2048,0,0,0,0,0,0,0,0
2049,0,1.01239412477628,0,0,0,0,0,0
2054,0,0,0,0,0,0,0,0
2055,3.53183645396705,2.02478824955256,3.56837207259946,2.306120072418,0.922507856945936,2.83509313066847,8.41201550999945,1.68009449448814
2059,0,0,0,0,0,0,2.10300387749986,0
2061,0,0,0,0.768706690806,0,0,0,0
2063,0,0,0,0,0,0,0,0
2064,0,0,0,0,0,0,0,0
2065,0,1.01239412477628,0,0,0,0,1.05150193874993,0.840047247244072
2070,0,0,0,0,0,0,0,0
2074,0,0,0,0,0,0,0,0
2076,1.17727881798902,0,0,0,0,0,0,0
2077,0,0,0,0,0,0,0,0
2078,1.17727881798902,2.02478824955256,1.18945735753315,3.84353345403,0,3.78012417422462,11.5665213262492,0.840047247244072
2080,1.17727881798902,0,2.37891471506631,0,1.84501571389187,0,4.20600775499973,1.68009449448814
2081,1.17727881798902,0,0,0,0,0,1.05150193874993,0
2082,0,0,0,0,0,0,0,0
2083,0,1.01239412477628,0,0,0,0,0,0
2084,0,0,0,0,0,0,0,0
2086,1.17727881798902,0,0,0,0,0,1.05150193874993,0
2089,0,0,2.37891471506631,0,0,0,0,0
2090,0,0,0,0,0,0,0,0
2091,0,0,0,0,0,0,0,0
2092,0,0,0,0,2.76752357083781,0.945031043556156,1.05150193874993,0
2093,0,0,0,0,0,0,0,0
2094,0,0,0,0,0,0,1.05150193874993,0
2095,15.3046246338572,9.11154712298651,19.0313177205305,6.149653526448,10.1475864264053,7.56024834844925,9.46351744874939,5.04028348346443
2098,1.17727881798902,2.02478824955256,0,0,0,0,0,0
2100,0,0,0,0,0,0,0,0
2101,5.88639408994509,0,1.18945735753315,0,0.922507856945936,0.945031043556156,0,0
2104,0,0,0,0,0,0,0,0
2107,0,0,0,0,0,0,0,0
2108,1.17727881798902,3.03718237432884,83.2620150273207,49.197228211584,28.597743565324,12.28540356623,3.1545058162498,1.68009449448814
2112,0,0,0,0,0,0,0,0
2113,0,0,0,0,0,0,0,0
2115,0,0,0,0,0,0,0,0
2116,0,0,0,0,0,0,0,0
2118,0,0,0,0,0,0,0,0
2119,0,0,0,0,0,0,0,0
2120,0,0,0,0,0,0,0,0
2121,0,0,0,0,0,0,0,0
2122,0,3.03718237432884,1.18945735753315,1.537413381612,0,0.945031043556156,0,0
2123,2.35455763597804,1.01239412477628,0,2.306120072418,1.84501571389187,1.89006208711231,0,0
2124,56.5093832634729,0,121.324650468382,43.816281375942,66.4205657001074,9.45031043556156,60.987112447496,12.6007087086611
2126,0,1.01239412477628,0,0,0,0,0,0
2128,0,0,0,0,0,0,0,0
2129,0,0,0,0,0,0.945031043556156,0,0
2134,0,0,0,0,0,0,0,0
2135,0,0,0,0,0,0,0,0
2136,0,0,0,0,0,0,0,0
2137,0,0,0,0,0,0,0,0
2139,0,0,0,0,0,0,0,0
2140,0,0,0,0,0,0,0,0
2144,1.17727881798902,0,0,0,0,0,0,0
2151,0,0,0,0,0,0,0,0
2152,8.24095172592313,1.01239412477628,1.18945735753315,7.68706690806,0.922507856945936,5.67018626133693,4.20600775499973,6.72037797795257
2153,0,0,0,0,0,0,0,0
2156,0,0,0,0.768706690806,0,0,0,0
2157,0,0,0,0,0,0,0,0
2159,0,0,0,0,0,0,0,0
2160,0,0,0,0,0,0,0,0
2161,0,0,0,0,0,0,0,0
2162,0,0,0,0,0,0,1.05150193874993,0
2164,0,0,0,0,0,0,0,0
2166,0,0,0,0,0,0,0,0
2167,0,0,0,0.768706690806,0,0,0,0
2169,0,0,0,0,0,0,0,0
2170,0,0,3.56837207259946,1.537413381612,1.84501571389187,0,2.10300387749986,1.68009449448814
2171,2.35455763597804,5.0619706238814,0,0.768706690806,4.61253928472968,1.89006208711231,3.1545058162498,0
2172,0,0,1.18945735753315,0,0,0,0,0
2174,0,0,0,0,0,0,0,0
2175,0,0,0,0,0,0,0,0
2177,0,0,0,0,0,0,0,0
2180,0,0,0,0,0,0,0,0
2181,0,0,0,0,0,0,0,0
2184,0,0,0,0,0,0,0,0
2187,0,0,0,0,0,0,0,0
2188,0,0,0,0,0,0,0,0
2192,0,0,0,0,0,0,0,0
2193,0,0,0,0,0,0,0,0
2194,0,0,0,0,0,0,0,0
2196,0,0,1.18945735753315,0,0,0,0,0
2199,0,0,0,0,0,0,0,0
2201,0,0,0,0,0,0,0,0
2204,0,0,0,0,0,0,0,0
2208,0,0,0,0,0,0,0,0
2209,0,0,0,0,0,0,0,0
2211,0,0,0,0,0,0,0,0
2212,0,0,0,0,0,0,0,0
2213,0,0,0,0.768706690806,0.922507856945936,2.83509313066847,0,0
2216,0,0,0,0,0,0,0,0
2218,0,0,4.75782943013261,0,0,0,0,0
2219,0,0,0,0,0,0.945031043556156,0,0
2223,0,0,0,0,0,0,0,0
2224,0,0,0,0.768706690806,1.84501571389187,0,0,0
2225,0,0,0,0,0,0,0,0
2226,0,0,0,0,0,0,0,0
2228,1.17727881798902,0,0,0,0,0,0,0
2230,0,0,0,0,0.922507856945936,0,0,0
2232,0,0,0,0,0,0,0,0
2240,0,0,0,0,0,0,0,0
2242,0,0,0,0,0,0,0,0
2248,0,0,0,0,0,0,0,0
2249,0,0,0,0,0,0,0,0
2251,0,0,0,0,0,0,1.05150193874993,0
2255,0,0,0,0,1.84501571389187,0.945031043556156,0,0
2256,0,0,0,0,0,0,0,0
2259,0,0,0,0,0,0,0,0
2261,0,0,0,0,0,0,0,0
2262,0,0,0,0,0,0.945031043556156,2.10300387749986,0
2263,0,0,0,0,0,0,0,0
2266,0,0,0,0,0,0,0,0
2267,0,0,0,0,0,0,0,0
2268,0,0,0,0,0,0,0,0
2269,0,0,0,0,0,0,0,0
2272,0,0,0,0,0,0,0,0
2273,0,0,0,0,0,0,0,0
2275,0,0,0,0,0,0,0,0
2276,0,0,5.94728678766577,0,0,0.945031043556156,0,0.840047247244072
2277,0,0,0,0,0,0,0,0
2282,0,0,0,0,0,0,0,0
2284,0,0,0,0,0,0,0,0
2285,0,0,0,0.768706690806,0.922507856945936,0,0,2.52014174173222
2287,0,1.01239412477628,0,6.149653526448,0.922507856945936,2.83509313066847,0,3.36018898897629
2288,0,1.01239412477628,0,0,1.84501571389187,0,0,0
2289,0,0,0,0,0,0,0,0
2292,0,0,0,0,0,0,0,0
2294,0,0,0,0,0.922507856945936,0,0,0
2295,0,0,3.56837207259946,1.537413381612,0,0,1.05150193874993,0
2296,0,0,2.37891471506631,0,0,0,1.05150193874993,0
2297,0,1.01239412477628,0,0,0,3.78012417422462,0,0
2298,0,0,0,0,0,0,0,0
2301,0,0,0,0,0,0,0,0
2303,1.17727881798902,1.01239412477628,0,0,2.76752357083781,0,0,0.840047247244072
2305,0,0,0,0,0,0,0,0
2306,0,0,0,0,0,0,0,0
2307,0,0,0,0,0,0,0,0
2310,0,0,0,0,1.84501571389187,0,0,0
2312,0,0,0,0,0,0,0,0
2313,0,0,0,1.537413381612,2.76752357083781,1.89006208711231,1.05150193874993,1.68009449448814
2314,0,0,0,0,0,0,0,0
2315,0,0,0,0,0,0,0,0
2317,0,0,0,0,0,0,0,0
2318,7.06367290793411,1.01239412477628,9.51565886026523,4.612240144836,2.76752357083781,6.61521730489309,1.05150193874993,0
2319,0,0,0,0,0,0,1.05150193874993,1.68009449448814
2320,0,0,0,0,0,0,0,0
2321,0,0,0,0,0,0,0,0
2322,0,0,0,0,0,0,0,0
2323,0,0,0,0,0,0,0,0
2324,0,0,0,0,0,0,0,0
2325,0,0,0,0,0,0,0,0
2328,1.17727881798902,1.01239412477628,0,2.306120072418,6.45755499862155,0,3.1545058162498,0.840047247244072
2329,0,0,0,0,0,0,0,0
2331,1.17727881798902,0,1.18945735753315,0,0,0.945031043556156,1.05150193874993,0
2334,0,0,0,0,0,0,0,0
2337,0,0,0,0,0.922507856945936,2.83509313066847,0,0.840047247244072
2338,0,1.01239412477628,0,0,0,0,0,0
2339,0,0,1.18945735753315,0,0,0.945031043556156,1.05150193874993,0
2340,0,0,0,0,0,0,1.05150193874993,0
2342,0,0,0,0.768706690806,0,0,0,0
2344,0,0,0,0,0,0,0,0
2345,0,0,0,0,0,0,0,0
2346,0,0,1.18945735753315,0,0,0,0,0
2348,0,0,3.56837207259946,1.537413381612,0,0,1.05150193874993,0
2349,0,0,1.18945735753315,0,0,0,0,0
2350,0,0,0,0,0,1.89006208711231,0,0
2352,0,0,0,0,0,0,0,0
2353,0,0,0,0,0,0,0,0
2356,0,0,0,0,0,0,0,0
2357,0,0,0,0,0,0,0,0
2358,0,0,0,0,0,0,0,0
2359,0,0,0,0,0,0,0,0
2360,0,0,1.18945735753315,0.768706690806,0,0.945031043556156,0,0
2365,0,0,4.75782943013261,0,0.922507856945936,0.945031043556156,0,0
2366,0,0,0,0,0,0,0,0
2368,0,0,0,0,0,0,0,0
2370,0,0,1.18945735753315,0,1.84501571389187,0.945031043556156,0,0
2371,5.88639408994509,2.02478824955256,8.32620150273207,8.455773598866,3.69003142778375,1.89006208711231,4.20600775499973,1.68009449448814
2372,0,1.01239412477628,21.4102324355968,3.074826763224,0.922507856945936,3.78012417422462,6.30901163249959,2.52014174173222
2373,0,0,27.3575192232625,8.455773598866,0,5.67018626133693,2.10300387749986,5.04028348346443
2375,0,0,0,0,0,0,0,0
2377,0,0,0,0.768706690806,0.922507856945936,0,0,0
2378,0,0,0,0,0,0,0,0
2380,0,0,0,0,0,0,0,0
2381,0,0,0,0,0,0,0,0
2382,0,0,0,0,0.922507856945936,0,1.05150193874993,0
2383,0,0,0,0,0,0,0,0
2384,15.3046246338572,14.1735177468679,24.9786045081962,23.829907414986,13.837617854189,14.1754656533423,16.8240310199989,16.8009449448814
2386,1.17727881798902,0,3.56837207259946,0,0.922507856945936,0.945031043556156,2.10300387749986,0
2387,0,1.01239412477628,0,0,0.922507856945936,0,0,0
2388,0,0,0,0.768706690806,0,0,0,0
2390,0,0,0,0,0,0,0,0
2393,0,0,0,0,0,0,1.05150193874993,0
2394,0,0,0,0,0,0,0,0
2395,0,0,0,0,0,0,0,0
2396,0,0,0,0,0,0,1.05150193874993,0
2399,0,0,0,0,0,0,0,0
2400,0,0,0,0,0,0,0,0
2405,0,0,0,0,0,0,0,0
2407,0,0,0,0,0,0,0,0.840047247244072
2409,44.7365950835827,84.0287123564312,29.7364339383288,64.571362027704,61.8080264153777,70.8773282667117,41.0085756112473,28.5616064062984
2411,0,0,0,0,0,0,0,0
2413,0,0,0,0,0,0,0,0
2415,2.35455763597804,1.01239412477628,1.18945735753315,0.768706690806,0,0,0,0
2416,0,0,0,0,0,0,1.05150193874993,0
2417,0,0,0,0,0,0,0,0
2419,0,0,0,0,0,0,0,0
2420,0,0,1.18945735753315,1.537413381612,1.84501571389187,0,1.05150193874993,0
2421,0,0,0,0,0,0,0,0
2424,0,0,1.18945735753315,0,0,0,0,0
2425,0,0,0,1.537413381612,0,0,0,0
2427,0,0,0,0,0,0,0,0
2428,0,0,0,0,0,0,0,0
2432,0,0,0,0,0,0,0,0
2433,1.17727881798902,0,0,0,0,0,0,0
2434,0,0,0,0,0,0,0,0
2435,0,0,0,0,0,0,0,0
2436,0,0,0,0,0,0,0,0
2437,0,0,0,0,0,0,0,0
2439,0,0,0,0,0,0,0,0
2440,0,1.01239412477628,0,0,0,0,0,0
2441,0,0,0,0,0,0,0,0
2443,0,0,0,0,0,0,0,0
2444,0,0,0,0,0,0,0,0
2445,0,0,0,0,0,0,1.05150193874993,0.840047247244072
2446,0,0,2.37891471506631,0.768706690806,2.76752357083781,0.945031043556156,0,0
2448,0,0,0,0,0,0,0,0
2449,11.7727881798902,12.1487294973154,17.8418603629973,19.986373960956,13.837617854189,21.7357140017916,27.3390504074982,53.7630238236206
2450,0,0,0,0,0,0,0,0
2452,0,0,0,0,0.922507856945936,0,1.05150193874993,0.840047247244072
2453,104.777814801023,93.1402594794177,147.492712334111,202.938566372784,100.553356407107,96.3931664427279,49.4205911212468,88.2049609606275
2454,0,0,0,0,0,0,1.05150193874993,0
2457,2.35455763597804,0,1.18945735753315,0.768706690806,1.84501571389187,1.89006208711231,2.10300387749986,0
2458,0,0,0,0.768706690806,0,0,0,0
2459,0,1.01239412477628,0,0,0.922507856945936,0.945031043556156,0,0
2463,0,0,0,0,0,0.945031043556156,0,0
2466,0,0,1.18945735753315,0,0.922507856945936,0,1.05150193874993,1.68009449448814
2468,0,0,0,0,0,0,0,0
2469,0,0,0,0,0,0,0,0
2471,1.17727881798902,4.04957649910512,0,0,0,0,0,2.52014174173222
2472,0,0,0,0,0,0,0,0
2474,0,0,0,0,0,0,0,1.68009449448814
2476,0,0,0,0,0,0,0,0
2477,0,0,0,0.768706690806,0,0,1.05150193874993,0
2480,0,0,0,0,0,0,0,0
2482,0,0,0,0,0,0,0,0
2483,0,0,0,0,0,0,0,0
2487,0,0,0,0,0,0,1.05150193874993,0
2489,0,0,0,0,0,0,0,0
2492,0,0,0,0,0,0,0,0
2495,0,0,0,0,0,0,3.1545058162498,0
2496,0,0,0,0,0,0,0,0
2498,0,0,0,0,0,0,0,0
2500,0,0,0,0,0,0,0,0
2501,0,0,0,0,0,0,0,0
2518,7.06367290793411,8.09915299821023,24.9786045081962,24.598614105792,14.760125711135,8.5052793920054,18.9270348974988,4.20023623622036
2519,0,0,0,0,0,0,0,0
2522,0,0,0,0,0,0,0,0
2523,0,0,0,0,0,0,0,0
2525,0,0,3.56837207259946,0,0.922507856945936,0,0,0
2533,0,0,0,0,0,0,0,0
2534,5.88639408994509,16.1983059964205,17.8418603629973,2.306120072418,3.69003142778375,4.72515521778078,9.46351744874939,4.20023623622036
2542,0,0,0,0,0,0,0,0
2543,0,0,0,0,0,0,0,0
2547,0,0,0,0,0,0,0,0
2548,0,0,0,0,0,0,0,0
2550,5.88639408994509,7.08675887343396,7.13674414519892,4.612240144836,0.922507856945936,0.945031043556156,0,0.840047247244072
2552,0,0,0,0,0,0,0,0
2554,1.17727881798902,0,0,3.84353345403,0,0,0,0
2565,0,0,0,0,0,0,0,0
2566,0,0,0,0.768706690806,0,0,0,0
2568,0,0,0,0,0,0,0,0
2574,20.0137399058133,35.4337943671698,2.37891471506631,36.129214467882,9.22507856945936,22.6807450453477,16.8240310199989,15.1208504503933
2577,5.88639408994509,4.04957649910512,2.37891471506631,2.306120072418,0.922507856945936,0,2.10300387749986,0
2579,0,0,4.75782943013261,4.612240144836,1.84501571389187,1.89006208711231,1.05150193874993,0
2580,0,0,0,0,0.922507856945936,0,0,0
2581,96.5368630750995,58.7188592370242,168.902944769708,122.99307052896,138.37617854189,94.5031043556156,114.613711323743,25.2014174173222
2585,0,0,0,0.768706690806,0,0,1.05150193874993,0
2587,0,0,0,0,0,0,0,0
2589,0,0,0,0,0,0,0,0
2590,0,0,0,0,0,0,0,0
2592,0,0,0,0,0,0,0,0
2593,0,0,0,0,0,0,0,0
2594,0,0,0,0,0,0,0,0
2595,0,0,0,0,0,0,0,0
2596,0,0,0,0,0,0,0,0
2598,0,0,0,0,0,0,0,0
2599,0,0,0,0,0,4.72515521778078,0,0
2603,0,3.03718237432884,4.75782943013261,2.306120072418,5.53504714167562,5.67018626133693,3.1545058162498,1.68009449448814
2604,0,0,0,0,0,0,0,0
2605,0,0,0,0,0,0,0,0
2607,0,0,0,0,0,0,0,0
2608,0,0,0,0,0,0,0,0
2609,0,0,0,0,0,0.945031043556156,0,0
2611,0,0,0,0,0,0,0,0
2612,0,0,0,0,0,0,0,0
2613,0,0,0,0,0,0,0,0
2614,0,0,0,0,0,0,0,0
2618,0,0,0,0,0,0,0,0
2620,0,0,0,0,0,0,0,0
2621,0,0,0,0,0,0,0,0
2623,0,0,0,0,0,0,0,0
2624,0,0,0,0,0,0,0,0
2626,0,0,0,0,0,0,0,0
2627,0,0,1.18945735753315,0,0,0,0,0
2628,0,0,5.94728678766577,0.768706690806,0,0.945031043556156,0,0.840047247244072
2630,0,0,0,0,0,0,0,0
2631,0,0,0,0,0,0,0,0
2636,0,0,0,0,0,0,0,0
2637,299.028819769211,112.375747850167,861.167126854003,287.496302361444,1115.31199904764,447.944714645618,258.669476932483,371.30088328188
2639,0,0,0,0,0,0,0,0
2640,0,0,0,0,0,0,0,0
2641,0,0,0,0,0,0,0,0
2643,0,0,0,0,0,0,0,0
2644,0,0,0,0,0,0,0,0
2645,0,0,0,0,0,0,0,0
2646,0,0,0,0,0,0,0,0
2647,0,0,0,0,0,0,0,0
2648,0,0,0,0.768706690806,0,0,0,0
2649,0,0,1.18945735753315,0,0,0,0,0
2650,0,0,0,0,0,0,0,0
2651,0,0,0,0,0,0,0,0
2653,0,0,0,2.306120072418,0,0.945031043556156,2.10300387749986,0.840047247244072
2658,0,0,0,0,0,0,0,0
2662,1.17727881798902,0,0,0.768706690806,0,0,0,0
2663,0,0,0,0,0,0,0,0
2664,0,2.02478824955256,0,0,0,0,2.10300387749986,0
2666,0,0,0,0,0,0,0,0
2667,0,0,0,0,0.922507856945936,0,0,0
2668,0,0,0,0,0,0,0,0
2670,1.17727881798902,0,0,2.306120072418,0,0,0,0
2671,0,0,0,0,0,0,0,0.840047247244072
2673,0,1.01239412477628,0,0,0,0.945031043556156,0,0
2674,0,6.07436474865768,0,0.768706690806,0,0,2.10300387749986,1.68009449448814
2675,1.17727881798902,0,8.32620150273207,2.306120072418,0.922507856945936,0,4.20600775499973,0
2676,0,0,0,0,0,0,0,0
2677,0,3.03718237432884,3.56837207259946,0,0,0,0,1.68009449448814
2679,0,0,0,0,0,0,0,0
2681,0,0,0,0,0,0,0,0
2683,0,0,0,0,0,0,0,0
2687,0,0,0,0,0,0,0,0
2688,0,0,0,0,0,0,0,0
2689,0,0,0,0.768706690806,0,0,0,0
2690,0,0,0,0,0,0,0,0
2691,0,0,0,0,0,0,0,0
2692,1.17727881798902,1.01239412477628,0,1.537413381612,0,2.83509313066847,0,4.20023623622036
2696,0,0,0,0,0,0,0,0
2698,0,0,1.18945735753315,0.768706690806,1.84501571389187,0.945031043556156,0,0.840047247244072
2699,1.17727881798902,0,0,2.306120072418,0.922507856945936,0.945031043556156,0,5.8803307307085
2703,1.17727881798902,1.01239412477628,0,0,0,0,0,0
2706,0,0,0,0,0,0,0,0
2710,0,0,0,0,0,0,0,0
2715,0,0,0,0,0,0,0,0
2716,0,0,0,0,0,0,0,0
2718,0,0,0,0,0,0,0,0
2721,0,1.01239412477628,0,0,0,0,0,0
2724,22.3682975417913,1.01239412477628,57.0939531615914,1.537413381612,24.9077121375403,4.72515521778078,48.3690891824969,6.72037797795257
2727,0,0,0,0,0,0,0,0
2729,0,0,0,0,0,0,0,0
2730,0,0,0,0,0,0,0,0
2731,0,0,0,0,0,0,0,0
2732,0,0,0,0,0,0,0,0
2734,0,0,0,0.768706690806,0,0,0,0
2735,0,0,0,0,0,0,0,0
2737,0,0,0,1.537413381612,0,0,0,0
2740,0,0,0,0,0,0,0,0.840047247244072
2741,0,0,0,0,0,0,0,0
2744,2.35455763597804,0,1.18945735753315,0,0,1.89006208711231,1.05150193874993,0.840047247244072
2745,0,0,0,0,0,0,0,0
2748,0,0,0,0,0,0,0,0
2749,0,0,0,0,0.922507856945936,0,0,0
2750,0,0,0,0,0,0,0,0
2754,0,0,0,0,0,0,0,0
2755,0,1.01239412477628,0,0,0.922507856945936,0,2.10300387749986,0
2756,0,0,0,0,0,0,0,0
2758,0,0,0,0,0,0,0,0
2761,0,0,0,0,0,0,0,0
2763,0,0,0,0,0,0,0,0
2764,0,0,0,0,0,0,0,0
2765,0,0,0,0,0,0,0,0
2766,0,0,0,0,0,0,0,0
2770,0,0,0,0,0,0,0,0
2772,0,0,0,0,0,0,0,0
2773,0,0,0,0,0,0,0,0
2776,0,1.01239412477628,0,0,0,0.945031043556156,0,0
2777,0,0,0,0,0,0,0,0
2781,0,0,0,0,0,0,0,0
2782,0,0,0,0,0,0,0,0
2787,0,0,0,0,0,0,0,0
2788,0,0,0,0,0,0,0,0
2793,0,0,0,0,0,0,0,0
2795,0,0,0,0,0,0,0,0
2797,0,0,0,0,0,0,0,0
2798,0,0,0,0,0,0,0,0
2800,9.41823054391214,1.01239412477628,4.75782943013261,2.306120072418,0.922507856945936,1.89006208711231,0,0
2804,0,0,0,0,0,0,0,0
2806,0,0,0,0.768706690806,0,0,0,0
2807,0,0,0,0,0,0,0,0
2809,0,0,0,0,0,0,0,0
2812,0,0,0,0,0,0,0,0
2813,0,0,0,0,0,0,0,0
2814,0,0,0,0.768706690806,0,0,0,0
2815,0,0,0,0,0,0,0,0
2817,0,0,0,0,0,0,0,0.840047247244072
2819,0,0,0,0,0,0,0,0
2820,0,0,0,0,0,0,0,0
2821,0,0,0,0,0,0,0,0
2822,0,0,2.37891471506631,0,0,0,0,0.840047247244072
2823,0,0,0,0,0,0,0,0
2824,0,0,0,0,0,0,0,0
2825,0,0,0,0,0,0,0,0
2826,0,0,0,0,0,0,0,0
2827,0,0,0,0,0,0,0,0
2828,0,0,0,0,0,0,1.05150193874993,0
2829,1.17727881798902,0,1.18945735753315,0,0,0,0,0
2830,0,0,0,0,0,0,0,0
2832,0,0,0,0,0,0,0,0
2836,0,0,0,0,0.922507856945936,0,0,0
2837,0,1.01239412477628,0,0,0,0,0,0
2839,0,0,0,0,0,0,0,0
2841,0,1.01239412477628,1.18945735753315,0.768706690806,0.922507856945936,0,0,0.840047247244072
2844,0,0,0,0,0,0,0,0
2845,0,0,0,0,0,0,0,0
2846,0,0,0,0,0,0,0,0
2847,0,0,0,0,0,0,0,0
2848,0,0,0,0,0,0,0,0
2849,0,0,0,0,0,0,0,0
2850,0,0,0,0,0,0,0,0
2852,0,0,0,0,1.84501571389187,0,0,0
2855,0,0,0,0,0,0,0,0
2856,0,0,0,0,0,0,2.10300387749986,0
2858,0,0,0,0,0,0,0,0
2860,0,0,0,0,0,0,0,0
2862,0,0,0,0,0,0,0,0
2863,0,0,0,0,0,0,0,0
2864,0,0,0,0,0,0,0,0
2865,0,0,0,0,0,0,0,0
2866,0,0,0,0,0,0,0,0
2867,0,0,4.75782943013261,1.537413381612,2.76752357083781,0.945031043556156,2.10300387749986,0
2869,1.17727881798902,0,0,0.768706690806,0,0,0,0
2871,0,0,0,0,0,0,0,0
2872,0,0,0,0,0,0,0,0
2873,0,0,0,0,0,0,0,0
2875,0,0,0,0,0,0,0,0
2876,0,0,0,0,0,0,0,0
2878,0,0,0,0,0,0,0,0
2879,0,0,0,0,0,0,2.10300387749986,0
2885,0,0,0,0,0,0,0,0
2886,0,0,0,0,0,0,0,0
2890,0,0,0,0,0,0,0,0
2891,0,0,0,1.537413381612,0,0,1.05150193874993,0
2895,0,0,0,0,0,0,0,0
2897,0,0,0,0,0,0,0,0
2898,0,0,0,0,0,0,0,0
2899,0,0,0,0,0,0,0,0
2900,0,0,0,0,0,0,0,0
2902,0,0,0,0,0,0,0,0
2903,0,0,0,0,0,0,0,0
2907,0,0,0,0,0,0,0,0
2909,382.615615846431,164.007848213757,471.025113583129,405.108426054762,748.153871983154,537.722663783453,492.102907334968,277.215591590544
2910,1.17727881798902,0,2.37891471506631,1.537413381612,2.76752357083781,2.83509313066847,0,0
2912,0,0,0,0,0,0,0,0
2914,9.41823054391214,9.11154712298651,9.51565886026523,11.53060036209,13.837617854189,11.3403725226739,7.36051357124952,5.04028348346443
2916,0,0,0,0.768706690806,0.922507856945936,0,0,0
2917,0,0,1.18945735753315,0,0,0,3.1545058162498,0
2921,0,2.02478824955256,0,0,0,0,0,0
2924,0,0,0,1.537413381612,0,0,0,0
2926,0,0,0,0,0,0,0,0
2930,0,0,0,0,0,0,0,0
2932,0,0,0,0,0,0,0,0
2933,0,0,0,0,0,0,0,0
2934,0,1.01239412477628,0,0,0,0,0,0
2937,0,0,0,0.768706690806,0,0.945031043556156,0,0
2938,0,1.01239412477628,0,0,0,0,0,0
2939,0,0,0,0,0,0,0,0
2940,3.53183645396705,0,0,1.537413381612,0,0,1.05150193874993,0
2941,0,0,0,0,0,0,0,0
2946,0,0,0,0,0,0,0,0
2948,0,0,0,0,0,0,0,0
2952,4.70911527195607,0,1.18945735753315,0,0,0,1.05150193874993,0
2953,0,0,0,0,0,0,0,0
2955,0,2.02478824955256,0,1.537413381612,6.45755499862155,2.83509313066847,2.10300387749986,0.840047247244072
2957,0,0,0,0,0,0,0,0
2959,0,0,0,0,0,0,0,0
2962,0,0,0,0,0,0,0,0
2963,0,0,0,0,0,0,0,0
2964,0,0,0,0.768706690806,0,0,0,0
2965,0,1.01239412477628,0,0,0.922507856945936,0,0,0
2966,0,0,0,0,0,0,0,0
2969,0,0,0,0,0,0,0,0
2970,0,0,0,0,0,0,0,0
2971,0,0,0,0,0,0,0,0
2972,0,0,0,0,0,0,1.05150193874993,0
2976,0,0,0,0,0,0,0,0
2977,0,0,0,0,0,0,0,0
2978,0,0,0,0,0,0,0,0
2981,0,1.01239412477628,0,2.306120072418,0,0,2.10300387749986,2.52014174173222
2982,9.41823054391214,3.03718237432884,24.9786045081962,18.448960579344,8.30257071251343,10.3953414791177,14.721027142499,18.4810394393696
2983,0,2.02478824955256,2.37891471506631,0,1.84501571389187,0,0,0.840047247244072
2984,16.4819034518463,17.2107001211967,2.37891471506631,12.299307052896,8.30257071251343,16.0655277404546,13.6695252037491,10.0805669669289
2985,1.17727881798902,0,0,0,0,0,0,0
2986,0,0,0,0,0,0,2.10300387749986,0
2989,1.17727881798902,0,0,0.768706690806,0.922507856945936,1.89006208711231,0,0
2991,0,0,0,0,0,0,0,0
2993,0,0,1.18945735753315,0,0,0,0,1.68009449448814
2997,0,0,0,0,0,0,0,0
2998,2.35455763597804,3.03718237432884,0,13.068013743702,4.61253928472968,2.83509313066847,2.10300387749986,4.20023623622036
3002,0,0,2.37891471506631,0,0,0,0,0
3003,0,0,0,0,0,0,0,0
3004,0,1.01239412477628,0,0,0,0,0,0
3005,0,0,0,0,0,0.945031043556156,0,0
3016,1.17727881798902,0,0,0,0,0,0,0
3017,0,0,0,0,0,0,0,0
3018,0,0,0,0,0.922507856945936,0.945031043556156,0,0
3020,0,0,0,0,0,0,0,0
3024,0,0,0,0,0,0,0,0
3025,0,0,0,0,0,0,0,0
3026,0,0,0,0,0,0,0,0
3027,0,0,0,0,0,0,0,0
3030,0,0,0,0,0,0,0,0
3031,0,0,0,0,0,0,0,0
3032,0,0,0,0,0,0,0,0
3033,0,0,0,0,0,0,0,0
3035,0,0,0,0,0,0,0,0
3037,0,0,1.18945735753315,0,0,0,0,0
3038,0,0,0,0,0,0,0,0
