erv,SRX9690461_SRR13259899,SRX9690462_SRR13259900,SRX9690463_SRR13259901,SRX9690464_SRR13259902,SRX9690465_SRR13259903,SRX9690466_SRR13259904,SRX9690467_SRR13259905,SRX9690468_SRR13259906
2289,0,0,0,0,0,0,0,0
2292,0,0,0,0,0,0,0,0
2294,0,0,0,0,1,0,0,0
2295,0,0,3,2,0,0,1,0
2296,0,0,2,0,0,0,1,0
2297,0,1,0,0,0,4,0,0
2298,0,0,0,0,0,0,0,0
2301,0,0,0,0,0,0,0,0
2303,1,1,0,0,3,0,0,1
2305,0,0,0,0,0,0,0,0
2306,0,0,0,0,0,0,0,0
2307,0,0,0,0,0,0,0,0
2310,0,0,0,0,2,0,0,0
2312,0,0,0,0,0,0,0,0
2313,0,0,0,2,3,2,1,2
2314,0,0,0,0,0,0,0,0
2315,0,0,0,0,0,0,0,0
2317,0,0,0,0,0,0,0,0
2318,6,1,8,6,3,7,1,0
2319,0,0,0,0,0,0,1,2
2320,0,0,0,0,0,0,0,0
2321,0,0,0,0,0,0,0,0
2322,0,0,0,0,0,0,0,0
2323,0,0,0,0,0,0,0,0
2324,0,0,0,0,0,0,0,0
2325,0,0,0,0,0,0,0,0
2328,1,1,0,3,7,0,3,1
2329,0,0,0,0,0,0,0,0
2331,1,0,1,0,0,1,1,0
2334,0,0,0,0,0,0,0,0
2337,0,0,0,0,1,3,0,1
2338,0,1,0,0,0,0,0,0
2339,0,0,1,0,0,1,1,0
2340,0,0,0,0,0,0,1,0
2342,0,0,0,1,0,0,0,0
2344,0,0,0,0,0,0,0,0
2345,0,0,0,0,0,0,0,0
2346,0,0,1,0,0,0,0,0
2348,0,0,3,2,0,0,1,0
2349,0,0,1,0,0,0,0,0
2350,0,0,0,0,0,2,0,0
2352,0,0,0,0,0,0,0,0
2353,0,0,0,0,0,0,0,0
2356,0,0,0,0,0,0,0,0
2357,0,0,0,0,0,0,0,0
2358,0,0,0,0,0,0,0,0
2359,0,0,0,0,0,0,0,0
2360,0,0,1,1,0,1,0,0
2365,0,0,4,0,1,1,0,0
2366,0,0,0,0,0,0,0,0
2368,0,0,0,0,0,0,0,0
2370,0,0,1,0,2,1,0,0
2371,5,2,7,11,4,2,4,2
2372,0,1,18,4,1,4,6,3
2373,0,0,23,11,0,6,2,6
2375,0,0,0,0,0,0,0,0
2377,0,0,0,1,1,0,0,0
2378,0,0,0,0,0,0,0,0
2380,0,0,0,0,0,0,0,0
2381,0,0,0,0,0,0,0,0
2382,0,0,0,0,1,0,1,0
2383,0,0,0,0,0,0,0,0
2384,13,14,21,31,15,15,16,20
2386,1,0,3,0,1,1,2,0
2387,0,1,0,0,1,0,0,0
2388,0,0,0,1,0,0,0,0
2390,0,0,0,0,0,0,0,0
2393,0,0,0,0,0,0,1,0
2394,0,0,0,0,0,0,0,0
2395,0,0,0,0,0,0,0,0
2396,0,0,0,0,0,0,1,0
2399,0,0,0,0,0,0,0,0
2400,0,0,0,0,0,0,0,0
2405,0,0,0,0,0,0,0,0
2407,0,0,0,0,0,0,0,1
2409,38,83,25,84,67,75,39,34
2411,0,0,0,0,0,0,0,0
2413,0,0,0,0,0,0,0,0
2415,2,1,1,1,0,0,0,0
2416,0,0,0,0,0,0,1,0
2417,0,0,0,0,0,0,0,0
2419,0,0,0,0,0,0,0,0
2420,0,0,1,2,2,0,1,0
2421,0,0,0,0,0,0,0,0
2424,0,0,1,0,0,0,0,0
2425,0,0,0,2,0,0,0,0
2427,0,0,0,0,0,0,0,0
2428,0,0,0,0,0,0,0,0
2432,0,0,0,0,0,0,0,0
2433,1,0,0,0,0,0,0,0
2434,0,0,0,0,0,0,0,0
2435,0,0,0,0,0,0,0,0
2436,0,0,0,0,0,0,0,0
2437,0,0,0,0,0,0,0,0
2439,0,0,0,0,0,0,0,0
2440,0,1,0,0,0,0,0,0
2441,0,0,0,0,0,0,0,0
2443,0,0,0,0,0,0,0,0
2444,0,0,0,0,0,0,0,0
2445,0,0,0,0,0,0,1,1
2446,0,0,2,1,3,1,0,0
2448,0,0,0,0,0,0,0,0
2449,10,12,15,26,15,23,26,64
2450,0,0,0,0,0,0,0,0
2452,0,0,0,0,1,0,1,1
2453,89,92,124,264,109,102,47,105
2454,0,0,0,0,0,0,1,0
2457,2,0,1,1,2,2,2,0
2458,0,0,0,1,0,0,0,0
2459,0,1,0,0,1,1,0,0
2463,0,0,0,0,0,1,0,0
2466,0,0,1,0,1,0,1,2
2468,0,0,0,0,0,0,0,0
2469,0,0,0,0,0,0,0,0
2471,1,4,0,0,0,0,0,3
2472,0,0,0,0,0,0,0,0
2474,0,0,0,0,0,0,0,2
2476,0,0,0,0,0,0,0,0
2477,0,0,0,1,0,0,1,0
2480,0,0,0,0,0,0,0,0
2482,0,0,0,0,0,0,0,0
2483,0,0,0,0,0,0,0,0
2487,0,0,0,0,0,0,1,0
2489,0,0,0,0,0,0,0,0
2492,0,0,0,0,0,0,0,0
2495,0,0,0,0,0,0,3,0
2496,0,0,0,0,0,0,0,0
2498,0,0,0,0,0,0,0,0
2500,0,0,0,0,0,0,0,0
2501,0,0,0,0,0,0,0,0
2518,6,8,21,32,16,9,18,5
2519,0,0,0,0,0,0,0,0
2522,0,0,0,0,0,0,0,0
2523,0,0,0,0,0,0,0,0
2525,0,0,3,0,1,0,0,0
2533,0,0,0,0,0,0,0,0
2534,5,16,15,3,4,5,9,5
2542,0,0,0,0,0,0,0,0
2543,0,0,0,0,0,0,0,0
2547,0,0,0,0,0,0,0,0
2548,0,0,0,0,0,0,0,0
2550,5,7,6,6,1,1,0,1
2552,0,0,0,0,0,0,0,0
2554,1,0,0,5,0,0,0,0
2565,0,0,0,0,0,0,0,0
2566,0,0,0,1,0,0,0,0
2568,0,0,0,0,0,0,0,0
2574,17,35,2,47,10,24,16,18
2577,5,4,2,3,1,0,2,0
2579,0,0,4,6,2,2,1,0
2580,0,0,0,0,1,0,0,0
2581,82,58,142,160,150,100,109,30
2585,0,0,0,1,0,0,1,0
2587,0,0,0,0,0,0,0,0
2589,0,0,0,0,0,0,0,0
2590,0,0,0,0,0,0,0,0
2592,0,0,0,0,0,0,0,0
2593,0,0,0,0,0,0,0,0
2594,0,0,0,0,0,0,0,0
2595,0,0,0,0,0,0,0,0
2596,0,0,0,0,0,0,0,0
2598,0,0,0,0,0,0,0,0
2599,0,0,0,0,0,5,0,0
2603,0,3,4,3,6,6,3,2
2604,0,0,0,0,0,0,0,0
2605,0,0,0,0,0,0,0,0
2607,0,0,0,0,0,0,0,0
2608,0,0,0,0,0,0,0,0
2609,0,0,0,0,0,1,0,0
2611,0,0,0,0,0,0,0,0
2612,0,0,0,0,0,0,0,0
2613,0,0,0,0,0,0,0,0
2614,0,0,0,0,0,0,0,0
2618,0,0,0,0,0,0,0,0
2620,0,0,0,0,0,0,0,0
2621,0,0,0,0,0,0,0,0
2623,0,0,0,0,0,0,0,0
2624,0,0,0,0,0,0,0,0
2626,0,0,0,0,0,0,0,0
2627,0,0,1,0,0,0,0,0
2628,0,0,5,1,0,1,0,1
2630,0,0,0,0,0,0,0,0
2631,0,0,0,0,0,0,0,0
2636,0,0,0,0,0,0,0,0
2637,254,111,724,374,1209,474,246,442
2639,0,0,0,0,0,0,0,0
2640,0,0,0,0,0,0,0,0
2641,0,0,0,0,0,0,0,0
2643,0,0,0,0,0,0,0,0
2644,0,0,0,0,0,0,0,0
2645,0,0,0,0,0,0,0,0
2646,0,0,0,0,0,0,0,0
2647,0,0,0,0,0,0,0,0
2648,0,0,0,1,0,0,0,0
2649,0,0,1,0,0,0,0,0
2650,0,0,0,0,0,0,0,0
2651,0,0,0,0,0,0,0,0
2653,0,0,0,3,0,1,2,1
2658,0,0,0,0,0,0,0,0
2662,1,0,0,1,0,0,0,0
2663,0,0,0,0,0,0,0,0
2664,0,2,0,0,0,0,2,0
2666,0,0,0,0,0,0,0,0
2667,0,0,0,0,1,0,0,0
2668,0,0,0,0,0,0,0,0
2670,1,0,0,3,0,0,0,0
2671,0,0,0,0,0,0,0,1
2673,0,1,0,0,0,1,0,0
2674,0,6,0,1,0,0,2,2
2675,1,0,7,3,1,0,4,0
2676,0,0,0,0,0,0,0,0
2677,0,3,3,0,0,0,0,2
2679,0,0,0,0,0,0,0,0
2681,0,0,0,0,0,0,0,0
2683,0,0,0,0,0,0,0,0
2687,0,0,0,0,0,0,0,0
2688,0,0,0,0,0,0,0,0
2689,0,0,0,1,0,0,0,0
2690,0,0,0,0,0,0,0,0
2691,0,0,0,0,0,0,0,0
2692,1,1,0,2,0,3,0,5
2696,0,0,0,0,0,0,0,0
2698,0,0,1,1,2,1,0,1
2699,1,0,0,3,1,1,0,7
2703,1,1,0,0,0,0,0,0
2706,0,0,0,0,0,0,0,0
2710,0,0,0,0,0,0,0,0
2715,0,0,0,0,0,0,0,0
2716,0,0,0,0,0,0,0,0
2718,0,0,0,0,0,0,0,0
2721,0,1,0,0,0,0,0,0
2724,19,1,48,2,27,5,46,8
2727,0,0,0,0,0,0,0,0
2729,0,0,0,0,0,0,0,0
2730,0,0,0,0,0,0,0,0
2731,0,0,0,0,0,0,0,0
2732,0,0,0,0,0,0,0,0
2734,0,0,0,1,0,0,0,0
2735,0,0,0,0,0,0,0,0
2737,0,0,0,2,0,0,0,0
2740,0,0,0,0,0,0,0,1
2741,0,0,0,0,0,0,0,0
2744,2,0,1,0,0,2,1,1
2745,0,0,0,0,0,0,0,0
2748,0,0,0,0,0,0,0,0
2749,0,0,0,0,1,0,0,0
2750,0,0,0,0,0,0,0,0
2754,0,0,0,0,0,0,0,0
2755,0,1,0,0,1,0,2,0
2756,0,0,0,0,0,0,0,0
2758,0,0,0,0,0,0,0,0
2761,0,0,0,0,0,0,0,0
2763,0,0,0,0,0,0,0,0
2764,0,0,0,0,0,0,0,0
2765,0,0,0,0,0,0,0,0
2766,0,0,0,0,0,0,0,0
2770,0,0,0,0,0,0,0,0
2772,0,0,0,0,0,0,0,0
2773,0,0,0,0,0,0,0,0
2776,0,1,0,0,0,1,0,0
2777,0,0,0,0,0,0,0,0
2781,0,0,0,0,0,0,0,0
2782,0,0,0,0,0,0,0,0
2787,0,0,0,0,0,0,0,0
2788,0,0,0,0,0,0,0,0
2793,0,0,0,0,0,0,0,0
2795,0,0,0,0,0,0,0,0
2797,0,0,0,0,0,0,0,0
2798,0,0,0,0,0,0,0,0
2800,8,1,4,3,1,2,0,0
2804,0,0,0,0,0,0,0,0
2806,0,0,0,1,0,0,0,0
2807,0,0,0,0,0,0,0,0
2809,0,0,0,0,0,0,0,0
2812,0,0,0,0,0,0,0,0
2813,0,0,0,0,0,0,0,0
2814,0,0,0,1,0,0,0,0
2815,0,0,0,0,0,0,0,0
2817,0,0,0,0,0,0,0,1
2819,0,0,0,0,0,0,0,0
2820,0,0,0,0,0,0,0,0
2821,0,0,0,0,0,0,0,0
2822,0,0,2,0,0,0,0,1
2823,0,0,0,0,0,0,0,0
2824,0,0,0,0,0,0,0,0
2825,0,0,0,0,0,0,0,0
2826,0,0,0,0,0,0,0,0
2827,0,0,0,0,0,0,0,0
2828,0,0,0,0,0,0,1,0
2829,1,0,1,0,0,0,0,0
2830,0,0,0,0,0,0,0,0
2832,0,0,0,0,0,0,0,0
2836,0,0,0,0,1,0,0,0
2837,0,1,0,0,0,0,0,0
2839,0,0,0,0,0,0,0,0
2841,0,1,1,1,1,0,0,1
2844,0,0,0,0,0,0,0,0
2845,0,0,0,0,0,0,0,0
2846,0,0,0,0,0,0,0,0
2847,0,0,0,0,0,0,0,0
2848,0,0,0,0,0,0,0,0
2849,0,0,0,0,0,0,0,0
2850,0,0,0,0,0,0,0,0
2852,0,0,0,0,2,0,0,0
2855,0,0,0,0,0,0,0,0
2856,0,0,0,0,0,0,2,0
2858,0,0,0,0,0,0,0,0
2860,0,0,0,0,0,0,0,0
2862,0,0,0,0,0,0,0,0
2863,0,0,0,0,0,0,0,0
2864,0,0,0,0,0,0,0,0
2865,0,0,0,0,0,0,0,0
2866,0,0,0,0,0,0,0,0
2867,0,0,4,2,3,1,2,0
2869,1,0,0,1,0,0,0,0
2871,0,0,0,0,0,0,0,0
2872,0,0,0,0,0,0,0,0
2873,0,0,0,0,0,0,0,0
2875,0,0,0,0,0,0,0,0
2876,0,0,0,0,0,0,0,0
2878,0,0,0,0,0,0,0,0
2879,0,0,0,0,0,0,2,0
2885,0,0,0,0,0,0,0,0
2886,0,0,0,0,0,0,0,0
2890,0,0,0,0,0,0,0,0
2891,0,0,0,2,0,0,1,0
2895,0,0,0,0,0,0,0,0
2897,0,0,0,0,0,0,0,0
2898,0,0,0,0,0,0,0,0
2899,0,0,0,0,0,0,0,0
2900,0,0,0,0,0,0,0,0
2902,0,0,0,0,0,0,0,0
2903,0,0,0,0,0,0,0,0
2907,0,0,0,0,0,0,0,0
2909,325,162,396,527,811,569,468,330
2910,1,0,2,2,3,3,0,0
2912,0,0,0,0,0,0,0,0
2914,8,9,8,15,15,12,7,6
2916,0,0,0,1,1,0,0,0
2917,0,0,1,0,0,0,3,0
2921,0,2,0,0,0,0,0,0
2924,0,0,0,2,0,0,0,0
2926,0,0,0,0,0,0,0,0
2930,0,0,0,0,0,0,0,0
2932,0,0,0,0,0,0,0,0
2933,0,0,0,0,0,0,0,0
2934,0,1,0,0,0,0,0,0
2937,0,0,0,1,0,1,0,0
2938,0,1,0,0,0,0,0,0
2939,0,0,0,0,0,0,0,0
2940,3,0,0,2,0,0,1,0
2941,0,0,0,0,0,0,0,0
2946,0,0,0,0,0,0,0,0
2948,0,0,0,0,0,0,0,0
2952,4,0,1,0,0,0,1,0
2953,0,0,0,0,0,0,0,0
2955,0,2,0,2,7,3,2,1
2957,0,0,0,0,0,0,0,0
2959,0,0,0,0,0,0,0,0
2962,0,0,0,0,0,0,0,0
2963,0,0,0,0,0,0,0,0
2964,0,0,0,1,0,0,0,0
2965,0,1,0,0,1,0,0,0
2966,0,0,0,0,0,0,0,0
2969,0,0,0,0,0,0,0,0
2970,0,0,0,0,0,0,0,0
2971,0,0,0,0,0,0,0,0
2972,0,0,0,0,0,0,1,0
2976,0,0,0,0,0,0,0,0
2977,0,0,0,0,0,0,0,0
2978,0,0,0,0,0,0,0,0
2981,0,1,0,3,0,0,2,3
2982,8,3,21,24,9,11,14,22
2983,0,2,2,0,2,0,0,1
2984,14,17,2,16,9,17,13,12
2985,1,0,0,0,0,0,0,0
2986,0,0,0,0,0,0,2,0
2989,1,0,0,1,1,2,0,0
2991,0,0,0,0,0,0,0,0
2993,0,0,1,0,0,0,0,2
2997,0,0,0,0,0,0,0,0
2998,2,3,0,17,5,3,2,5
3002,0,0,2,0,0,0,0,0
3003,0,0,0,0,0,0,0,0
3004,0,1,0,0,0,0,0,0
3005,0,0,0,0,0,1,0,0
3016,1,0,0,0,0,0,0,0
3017,0,0,0,0,0,0,0,0
3018,0,0,0,0,1,1,0,0
3020,0,0,0,0,0,0,0,0
3024,0,0,0,0,0,0,0,0
3025,0,0,0,0,0,0,0,0
3026,0,0,0,0,0,0,0,0
3027,0,0,0,0,0,0,0,0
3030,0,0,0,0,0,0,0,0
3031,0,0,0,0,0,0,0,0
3032,0,0,0,0,0,0,0,0
3033,0,0,0,0,0,0,0,0
3035,0,0,0,0,0,0,0,0
3037,0,0,1,0,0,0,0,0
3038,0,0,0,0,0,0,0,0
3042,0,0,0,0,0,0,0,0
3043,0,0,0,0,0,0,0,0
3046,0,0,0,0,0,0,0,0
3050,0,0,0,2,0,0,0,0
3052,10,0,6,10,23,7,17,5
3054,0,0,0,0,0,0,0,0
3055,0,0,0,0,0,0,0,0
3058,0,0,0,0,0,0,0,0
3064,0,0,0,0,0,0,0,0
3066,0,0,0,0,0,0,0,0
3068,0,0,0,0,0,0,0,0
3069,0,0,0,0,0,0,0,0
3070,0,0,0,0,0,0,0,0
3072,0,0,0,0,0,0,0,0
3074,0,0,0,0,0,0,0,0
3076,0,0,0,0,0,0,0,0
3078,0,0,0,0,0,0,0,0
3081,0,0,0,0,0,0,0,0
3083,0,0,0,0,0,2,0,0
3085,0,0,0,0,0,0,0,0
3087,1,0,1,3,0,0,0,0
3088,0,0,0,0,0,0,0,0
3089,1,2,6,4,3,1,5,1
3090,1,1,2,2,0,1,0,2
3092,0,3,0,0,1,0,1,0
3093,0,0,0,0,0,0,0,0
3095,0,0,0,2,2,0,5,1
3097,0,0,0,0,0,0,0,0
3099,0,0,0,0,0,0,0,0
3100,0,0,0,0,0,0,0,0
3101,0,0,0,0,0,0,3,0
3102,0,0,0,0,0,0,0,0
3103,0,0,0,0,0,0,0,0
3104,9,8,19,17,9,13,5,8
3107,0,0,0,0,0,0,0,0
3109,0,0,0,0,0,0,0,0
3110,0,0,0,0,0,0,0,0
3112,0,0,0,0,0,0,0,0
3113,0,0,0,1,0,0,0,0
3118,0,0,0,2,0,0,0,0
3120,0,0,0,0,0,0,0,0
3122,0,0,0,3,0,0,2,0
3123,2,1,0,0,0,0,0,0
3126,0,0,0,0,0,0,0,0
3129,0,0,0,0,0,0,0,0
3136,0,0,0,0,0,0,0,0
3138,0,0,0,0,0,0,0,0
3142,0,0,0,0,0,0,3,0
3145,0,0,0,2,1,0,0,0
3149,0,0,0,0,0,0,0,0
3150,0,0,0,0,0,1,0,0
3151,0,0,0,0,0,0,0,0
3155,2,1,0,0,0,0,4,0
3156,0,2,1,2,1,3,3,0
3158,0,0,0,0,0,0,0,0
3162,0,0,0,0,0,0,0,0
3165,0,0,0,0,0,0,0,1
3166,0,0,0,0,0,0,0,0
3167,0,1,0,0,1,0,2,0
3170,0,0,0,0,0,0,0,1
3171,3,0,2,0,0,0,0,0
3172,0,0,0,0,0,0,0,0
3173,0,0,0,0,0,0,0,0
3175,1,0,0,0,0,2,4,1
3176,0,0,0,0,0,0,0,0
3177,0,0,0,0,0,0,0,0
3178,0,1,0,0,0,0,0,0
3180,0,0,0,0,0,0,0,0
3182,0,0,0,0,0,0,0,0
3183,0,0,0,0,0,0,0,0
3184,0,0,0,0,0,0,0,0
3185,0,0,0,0,0,0,0,0
3187,0,0,1,0,0,0,0,0
3189,0,0,0,0,0,0,0,3
3191,0,0,1,0,0,0,0,0
3193,0,0,0,0,1,0,0,0
3194,0,0,0,0,0,0,0,0
3196,1,0,1,0,0,0,0,0
3199,8,10,18,28,25,11,9,10
3200,0,0,0,0,0,0,0,0
3203,0,0,0,0,0,0,0,0
3204,0,0,0,0,0,0,0,0
3209,0,0,0,0,0,0,0,0
3213,8,3,2,11,10,3,7,4
3215,1,1,3,13,1,5,14,18
3221,0,0,0,0,0,0,0,0
3222,0,0,0,0,0,0,0,1
3224,0,0,0,0,0,0,0,0
3226,0,0,0,0,0,0,0,0
3231,0,0,0,0,0,0,0,0
3232,0,0,0,0,0,0,0,0
3233,0,0,0,0,0,0,0,0
3234,0,0,0,0,0,0,0,0
3236,0,0,0,0,0,0,0,0
3238,0,0,0,0,0,0,0,0
3241,0,0,0,0,0,0,0,0
3244,0,0,0,0,0,0,0,0
3245,1,0,4,0,2,0,1,2
3247,0,0,0,0,0,0,0,0
3250,1,0,0,2,0,1,1,1
3253,0,0,0,0,0,0,0,0
3254,0,0,0,0,0,0,0,0
3255,0,0,0,0,0,0,0,0
3256,0,0,0,0,0,0,0,0
3257,0,0,0,0,0,0,1,0
3258,0,0,0,0,0,0,0,1
3261,0,0,0,0,0,0,0,0
3263,0,0,0,0,0,0,0,0
3269,0,0,0,0,0,0,0,0
3274,0,0,0,0,0,0,0,0
3275,0,0,0,0,0,0,0,0
3276,0,0,0,0,0,0,0,0
3279,0,0,0,0,0,0,0,0
3283,0,0,0,0,0,0,0,0
3284,0,0,0,0,0,0,0,0
3286,0,0,0,0,0,0,0,0
3288,0,0,0,0,0,0,0,0
3289,0,0,0,0,0,0,0,0
3290,0,0,0,0,0,0,0,0
3291,0,0,0,0,0,0,0,0
3292,0,0,0,0,0,0,0,0
3294,0,0,0,0,0,0,0,0
3297,1,1,1,0,0,0,0,0
3300,0,0,1,1,0,0,0,0
3301,0,0,0,0,0,0,0,1
3302,0,0,0,0,1,0,0,0
3305,0,0,0,0,0,0,1,0
3306,0,0,0,0,0,0,0,0
3307,0,0,0,0,0,0,0,0
3308,0,0,0,0,0,0,0,0
3313,0,0,0,0,0,0,0,0
3314,0,0,0,0,0,0,0,0
3315,0,0,0,0,0,0,0,0
3316,0,0,0,0,0,0,0,0
3317,17,25,1123,10,92,9,358,11
3318,0,0,5,5,10,8,0,0
3319,0,0,0,0,0,0,0,0
3320,0,2,6,3,1,1,0,0
3321,0,0,0,0,0,0,0,0
3322,0,0,0,0,0,0,1,0
3323,0,0,0,0,0,0,0,0
3326,0,0,0,0,0,0,0,0
3328,0,0,0,0,0,0,0,0
3334,0,0,2,0,0,0,0,0
3335,0,0,0,0,2,0,0,0
3338,0,0,0,0,0,0,0,0
3339,0,0,0,0,0,0,0,0
3340,0,0,3,1,1,0,0,0
3341,6,12,3,7,2,16,7,23
3342,0,0,0,0,0,0,0,0
3344,0,4,1,0,7,1,0,0
3346,0,0,1,0,0,0,0,0
3349,1,0,0,0,0,0,0,0
3350,0,0,0,0,0,0,1,0
3351,0,0,0,0,0,0,0,0
3353,0,0,0,0,0,0,0,0
3355,0,0,0,0,0,0,0,0
3358,0,0,0,0,1,0,0,0
3363,0,0,0,0,0,0,0,0
3364,0,0,0,0,0,0,0,0
3365,0,0,0,0,0,0,0,0
3366,0,0,1,0,0,0,2,0
3367,0,0,0,0,0,0,0,1
3370,0,0,0,2,1,0,1,0
3371,0,0,0,0,0,0,0,0
3372,0,0,0,0,0,0,0,0
3375,0,0,0,0,0,0,0,0
3379,0,0,0,0,0,0,0,1
3380,2,1,2,1,0,0,0,2
3382,0,0,0,0,1,0,0,0
3383,0,0,0,0,0,0,0,0
3385,0,0,0,0,0,0,0,0
3386,0,0,0,0,0,1,0,0
3387,2,2,2,5,5,5,8,1
3388,0,0,0,0,0,0,0,0
3389,0,0,0,0,0,0,0,0
3392,0,0,0,0,0,0,0,0
3393,0,0,1,1,4,2,1,1
3394,0,0,0,1,0,0,0,0
3395,0,0,0,0,0,0,0,0
3397,0,0,0,0,1,0,2,0
3400,0,0,0,0,0,0,0,0
3401,0,0,0,0,0,0,0,0
3403,0,0,0,0,0,0,0,0
3405,0,0,0,0,0,0,0,0
3406,3,4,4,1,2,6,1,2
3407,0,0,0,0,0,0,0,0
3408,0,0,0,0,0,0,0,0
3409,6,8,2,13,6,6,2,4
3411,0,0,0,0,0,0,0,0
3413,1,1,1,0,0,0,2,0
3415,0,0,0,0,0,0,0,0
3417,1,0,0,1,3,0,1,1
3420,0,0,0,0,0,0,0,0
3421,0,0,2,0,0,0,0,0
3422,0,0,0,0,0,0,0,0
3423,0,0,0,0,0,0,0,0
3425,0,0,0,0,0,0,0,0
3427,0,0,0,0,0,0,0,0
3430,0,0,1,0,0,0,0,0
3431,0,0,0,0,0,0,3,0
3432,0,0,0,0,0,0,0,0
3433,0,0,0,0,0,0,0,0
3434,0,0,0,0,0,0,0,0
3436,0,0,0,0,0,0,0,0
3439,0,0,0,0,0,0,0,0
3441,0,0,0,0,0,0,0,0
3442,0,0,0,0,0,0,0,0
3443,0,0,0,0,0,0,0,0
3445,0,0,0,0,0,0,0,0
3448,0,0,0,0,0,0,0,0
3449,0,0,0,0,0,0,0,0
3451,0,1,0,0,0,2,0,1
3452,0,0,0,0,0,0,0,0
3456,0,0,0,0,0,0,0,0
3458,0,0,0,0,0,0,0,0
3459,0,0,0,0,0,0,0,0
3461,0,0,0,0,0,0,0,0
3466,0,0,0,0,0,0,0,0
3468,0,0,0,0,0,0,0,0
3470,0,0,0,0,0,0,0,0
3471,0,0,0,0,0,0,0,0
3473,0,0,0,0,0,0,0,0
3475,0,0,0,0,0,0,0,0
3478,0,0,0,0,0,0,0,0
3489,0,0,0,0,0,0,0,0
3490,0,0,0,0,0,0,0,1
3491,0,0,0,0,0,0,0,0
3492,0,0,0,0,0,0,0,0
3495,0,0,0,0,0,0,0,0
3497,0,0,0,0,0,0,0,0
3498,0,0,0,0,0,0,0,0
3503,4,0,7,6,0,2,0,0
3505,0,0,0,0,0,0,0,0
3506,1,0,0,2,0,0,0,0
3508,0,1,4,0,1,1,2,0
3509,0,0,0,0,0,1,0,1
3510,0,0,0,0,0,0,0,0
3511,0,0,0,0,0,0,0,0
3512,0,0,0,0,0,0,0,0
3513,0,0,0,0,0,1,0,0
3514,0,0,0,0,0,0,0,0
3516,0,0,0,0,0,0,0,0
3518,0,0,0,0,0,0,0,0
3520,0,0,0,0,0,0,0,0
3521,1,0,2,1,1,1,3,2
3522,2,1,0,2,0,2,0,0
3523,0,0,0,0,0,0,0,0
3524,0,0,0,0,0,0,0,0
3525,0,1,0,0,0,0,0,0
3526,0,0,0,0,0,1,0,0
3527,2,2,0,2,1,0,1,2
3528,0,1,0,0,0,0,0,0
3529,0,0,0,0,0,1,0,0
3530,0,0,0,0,0,0,3,1
3533,1,1,0,0,0,0,0,1
3537,8,2,3,5,3,17,5,5
3539,0,2,0,0,0,2,0,0
3540,0,0,0,0,0,0,1,0
3542,2,15,0,3,0,1,3,16
3543,0,0,0,0,0,0,0,0
3544,0,0,0,0,0,0,0,0
3545,0,0,0,0,0,0,0,0
3546,0,0,0,0,0,0,1,0
3547,120,39,125,106,146,108,147,69
3548,1,2,0,0,7,1,0,3
3550,0,0,0,0,0,0,0,0
3551,0,0,0,0,0,0,0,0
3552,13,18,16,21,8,12,10,5
3553,0,0,0,0,0,0,1,0
3555,0,0,0,0,0,0,0,0
3557,0,0,0,0,0,0,0,0
3558,0,0,0,0,0,0,0,0
3559,0,0,0,0,0,0,0,0
3561,0,0,0,0,0,0,0,0
3562,0,0,0,0,0,0,0,0
3564,0,0,0,0,0,0,0,0
3565,0,0,0,0,0,0,0,2
3566,0,0,0,0,0,0,0,0
3567,0,0,0,0,0,0,0,0
3568,0,0,0,0,0,0,0,0
3574,0,0,0,0,0,0,0,0
3577,0,0,0,0,0,0,0,0
3580,0,0,0,0,0,0,0,0
3584,0,0,0,0,0,0,0,0
3586,0,0,0,0,0,0,0,0
3587,0,0,0,0,0,0,0,0
3592,0,0,0,0,0,0,0,0
3593,1,0,0,0,0,1,3,0
3594,1,0,0,0,1,0,0,0
3595,0,0,0,0,0,0,0,0
3597,0,0,0,0,0,0,0,0
3598,0,0,0,0,0,0,0,0
3599,0,0,1,0,0,0,0,0
3600,5,5,2,1,2,3,7,6
3601,0,0,2,1,0,0,1,0
3602,0,0,0,0,0,1,0,0
3604,0,2,2,3,3,2,0,1
3605,7,13,0,5,6,13,18,12
3606,0,0,0,0,0,0,0,0
3609,0,1,0,0,0,0,0,1
3610,0,0,0,2,2,2,1,0
3611,0,0,0,0,0,0,0,0
3615,0,0,0,0,0,0,0,0
3616,0,0,0,0,0,0,0,0
3618,0,0,0,0,0,0,0,0
3620,0,0,0,0,0,0,0,0
3621,0,0,0,0,0,0,0,0
3622,0,1,0,0,0,0,0,0
3624,0,0,0,0,0,0,0,0
3627,0,0,0,0,0,0,0,0
3628,0,0,0,0,0,0,0,0
3632,0,0,0,0,0,0,0,0
3633,0,0,0,0,0,0,0,0
3636,0,0,0,0,0,0,0,0
3637,0,0,0,0,0,0,0,0
3640,0,0,0,0,0,0,0,0
3642,0,0,0,0,0,0,1,0
3643,0,0,0,0,0,0,0,0
3644,0,0,0,0,0,0,0,0
3646,0,0,0,0,0,0,0,0
3648,0,0,0,0,0,0,0,0
3651,0,0,0,0,0,0,0,0
3656,0,0,3,1,5,7,2,1
3658,0,0,0,0,0,0,0,1
3659,10,5,10,10,16,13,17,4
3663,0,0,0,0,0,0,0,0
3672,0,0,0,0,0,0,0,0
3673,0,0,0,0,0,0,0,0
